code_insee,nom_commune,code_departement,nom_departement,region,population,latitude,longitude,prix_m2_median,prix_m2_median_maison,prix_m2_median_appartement,prix_m2_q1,prix_m2_q3,prix_median_maison,prix_median_appartement,surface_mediane_m2,nb_ventes,nb_maisons,nb_appartements,periode_debut,periode_fin,evolution_prix_pct,part_passoires_dpe_pct,prix_m2_median_departement,fiabilite,url
44062,Le Gâvre,44,Loire-Atlantique,Pays de la Loire,1890,47.5328,-1.8046,2040,2040,,1450,2460,182000,,97,67,67,0,2023-01-16,2025-11-17,-19.1,7.5,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-gavre/
44081,Legé,44,Loire-Atlantique,Pays de la Loire,4817,46.9026,-1.5713,1880,1880,,1370,2280,170000,,90,134,134,0,2023-01-16,2025-12-22,-3.5,12.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/lege/
44079,Le Landreau,44,Loire-Atlantique,Pays de la Loire,3267,47.2089,-1.3006,2440,2450,,2010,2840,240000,,95,79,76,3,2023-01-19,2025-12-16,-2.8,9.3,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-landreau/
44084,Le Loroux-Bottereau,44,Loire-Atlantique,Pays de la Loire,8552,47.2325,-1.3272,2820,2770,3210,2310,3240,280500,180000,94,213,184,29,2023-01-03,2025-12-31,-7.2,6.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-loroux-bottereau/
44117,Le Pallet,44,Loire-Atlantique,Pays de la Loire,3413,47.1424,-1.3464,2610,2620,2550,2140,3050,267000,133500,98,113,97,16,2023-01-06,2025-12-10,-13.8,7.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-pallet/
44120,Le Pellerin,44,Loire-Atlantique,Pays de la Loire,5319,47.2341,-1.8377,2700,2700,2640,2140,3110,226500,150000,80,141,120,21,2023-01-16,2025-12-22,-8.7,7.6,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-pellerin/
44124,Le Pin,44,Loire-Atlantique,Pays de la Loire,868,47.5924,-1.1456,1370,1370,,1210,1550,130000,,95,17,17,0,2023-05-09,2025-10-10,,,3200,indicative,
44135,Le Pouliguen,44,Loire-Atlantique,Pays de la Loire,4173,47.2733,-2.4333,5290,5330,5250,4300,6330,450000,225000,62,429,227,202,2023-01-03,2025-12-29,-11.5,16.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-pouliguen/
44106,Les Moutiers-en-Retz,44,Loire-Atlantique,Pays de la Loire,1939,47.0552,-1.9883,3930,4110,3080,3260,4630,270000,160000,60,108,91,17,2023-01-04,2025-12-23,-0.3,18.9,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/les-moutiers-en-retz/
44198,Les Sorinières,44,Loire-Atlantique,Pays de la Loire,9275,47.142,-1.5195,3250,3250,3250,2870,3630,303500,175000,84,295,220,75,2023-01-09,2025-12-31,-11.1,4.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/les-sorinieres/
44205,Les Touches,44,Loire-Atlantique,Pays de la Loire,2638,47.4552,-1.4166,2390,2390,,1820,2700,224000,,100,46,46,0,2023-01-11,2025-11-26,-19.7,9.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/les-touches/
44203,Le Temple-de-Bretagne,44,Loire-Atlantique,Pays de la Loire,1975,47.3299,-1.7892,2940,2950,,2290,3380,275000,,94,54,51,3,2023-01-13,2025-12-09,-10.0,2.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-temple-de-bretagne/
44082,Ligné,44,Loire-Atlantique,Pays de la Loire,5693,47.4035,-1.3792,2550,2570,,2080,2910,240500,,92,106,102,4,2023-02-21,2025-12-30,-16.4,4.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/ligne/
44213,Loireauxence,44,Loire-Atlantique,Pays de la Loire,7587,47.4352,-1.0319,1820,1830,,1430,2250,165000,,90,153,151,2,2023-01-04,2025-12-30,-1.6,13.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/loireauxence/
44085,Louisfert,44,Loire-Atlantique,Pays de la Loire,945,47.67,-1.4281,1540,1540,,1260,1700,145000,,87,15,15,0,2023-02-01,2025-12-09,,,3200,indicative,
44086,Lusanger,44,Loire-Atlantique,Pays de la Loire,1074,47.6752,-1.5844,1570,1570,,1350,1820,139000,,84,30,30,0,2023-03-24,2025-12-24,,9.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/lusanger/
44087,Machecoul-Saint-Même,44,Loire-Atlantique,Pays de la Loire,7689,47.0057,-1.8063,2400,2390,2410,1920,2780,200000,117000,82,248,221,27,2023-01-09,2025-12-31,-7.0,8.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/machecoul-saint-meme/
44088,Maisdon-sur-Sèvre,44,Loire-Atlantique,Pays de la Loire,3095,47.1181,-1.3884,2650,2660,2420,2080,3000,235000,147500,82,76,70,6,2023-02-09,2025-12-30,-0.7,10.3,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/maisdon-sur-sevre/
44089,Malville,44,Loire-Atlantique,Pays de la Loire,3752,47.3441,-1.8451,2650,2650,,2170,3010,237500,,92,76,76,0,2023-01-30,2025-12-29,15.9,7.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/malville/
44091,Marsac-sur-Don,44,Loire-Atlantique,Pays de la Loire,1524,47.5948,-1.6967,1840,1840,,1420,2170,150500,,82,60,60,0,2023-01-12,2025-12-17,17.8,12.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/marsac-sur-don/
44092,Massérac,44,Loire-Atlantique,Pays de la Loire,665,47.675,-1.9099,1690,1690,,1350,1990,135000,,76,21,21,0,2023-03-14,2025-12-30,,,3200,indicative,
44094,Mauves-sur-Loire,44,Loire-Atlantique,Pays de la Loire,3409,47.3146,-1.4019,2870,2950,2820,2430,3260,270000,181000,81,80,57,23,2023-01-25,2025-12-11,-8.2,8.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/mauves-sur-loire/
44096,Mésanger,44,Loire-Atlantique,Pays de la Loire,4724,47.4307,-1.2324,2340,2340,,2050,2780,235000,,96,73,73,0,2023-01-04,2025-12-12,-0.4,9.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/mesanger/
44097,Mesquer,44,Loire-Atlantique,Pays de la Loire,2171,47.3991,-2.4693,3990,3970,4150,3250,4790,367000,203000,90,141,123,18,2023-01-12,2025-12-30,-10.0,15.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/mesquer/
44098,Missillac,44,Loire-Atlantique,Pays de la Loire,5709,47.489,-2.1765,2220,2220,2220,1730,2870,188500,175500,90,107,100,7,2023-01-12,2025-12-22,-22.7,16.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/missillac/
44099,Moisdon-la-Rivière,44,Loire-Atlantique,Pays de la Loire,1990,47.6269,-1.3661,1360,1390,,1120,1770,130000,,83,49,48,1,2023-01-16,2025-12-30,9.8,18.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/moisdon-la-riviere/
44100,Monnières,44,Loire-Atlantique,Pays de la Loire,2388,47.1202,-1.35,2650,2650,,1950,2980,240000,,90,59,59,0,2023-01-20,2025-12-12,-11.3,5.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/monnieres/
44102,Montbert,44,Loire-Atlantique,Pays de la Loire,3388,47.0669,-1.4723,2560,2560,,2080,2960,230000,,94,65,65,0,2023-05-02,2025-12-22,-0.4,8.5,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/montbert/
44103,Montoir-de-Bretagne,44,Loire-Atlantique,Pays de la Loire,7282,47.3238,-2.1539,2470,2430,2630,2080,2850,205000,130000,80,180,137,43,2023-01-02,2025-12-22,2.0,4.5,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/montoir-de-bretagne/
44104,Montrelais,44,Loire-Atlantique,Pays de la Loire,859,47.4019,-0.973,1880,1880,,1590,2080,169000,,86,22,22,0,2023-01-12,2025-12-12,,,3200,indicative,
44107,Mouzeil,44,Loire-Atlantique,Pays de la Loire,2017,47.4414,-1.3272,2190,2190,,1710,2480,223000,,95,45,45,0,2023-03-07,2025-12-12,-2.2,12.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/mouzeil/
44108,Mouzillon,44,Loire-Atlantique,Pays de la Loire,2893,47.1291,-1.274,2600,2570,,1930,2990,237500,,92,62,61,1,2023-01-16,2025-12-08,-9.3,9.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/mouzillon/
44109,Nantes,44,Loire-Atlantique,Pays de la Loire,327734,47.2382,-1.5603,3660,4320,3530,3000,4400,422000,170000,61,13238,2666,10572,2023-01-02,2025-12-31,-9.3,5.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/nantes/
44110,Nort-sur-Erdre,44,Loire-Atlantique,Pays de la Loire,9570,47.4454,-1.5239,2780,2780,2850,2290,3160,263000,134500,90,243,212,31,2023-01-04,2025-12-31,-7.2,8.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/nort-sur-erdre/
44111,Notre-Dame-des-Landes,44,Loire-Atlantique,Pays de la Loire,2360,47.3812,-1.7188,2360,2350,,1930,2890,214000,,93,55,54,1,2023-01-19,2025-12-23,-7.1,11.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/notre-dame-des-landes/
44112,Noyal-sur-Brutz,44,Loire-Atlantique,Pays de la Loire,575,47.7756,-1.3438,1560,1560,,1180,1750,142000,,100,17,17,0,2023-01-18,2025-12-26,,,3200,indicative,
44113,Nozay,44,Loire-Atlantique,Pays de la Loire,4292,47.5727,-1.6027,2040,2130,1900,1730,2500,200000,108000,90,127,115,12,2023-01-04,2025-12-19,-15.1,9.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/nozay/
44114,Orvault,44,Loire-Atlantique,Pays de la Loire,28534,47.2745,-1.6195,3330,3570,2930,2630,3860,358000,170000,83,968,552,416,2023-01-02,2025-12-31,-8.5,3.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/orvault/
44115,Oudon,44,Loire-Atlantique,Pays de la Loire,3904,47.3532,-1.2676,2440,2440,,2110,2910,232500,,94,102,100,2,2023-01-04,2025-12-29,1.6,16.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/oudon/
44116,Paimbœuf,44,Loire-Atlantique,Pays de la Loire,3045,47.2912,-2.028,2060,2180,1940,1550,2630,198500,101500,73,136,82,54,2023-01-03,2025-12-29,-12.6,11.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/paimbuf/
44118,Pannecé,44,Loire-Atlantique,Pays de la Loire,1439,47.482,-1.2148,1700,1700,,1490,2170,152500,,89,35,35,0,2023-01-27,2025-12-30,,8.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/pannece/
44119,Paulx,44,Loire-Atlantique,Pays de la Loire,2054,46.9612,-1.7835,2130,2130,,1730,2490,180000,,86,48,48,0,2023-01-12,2025-12-15,,15.1,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/paulx/
44122,Petit-Mars,44,Loire-Atlantique,Pays de la Loire,3888,47.4063,-1.457,2620,2620,,2200,3000,260000,,103,75,75,0,2023-01-16,2025-12-29,-13.4,7.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/petit-mars/
44123,Pierric,44,Loire-Atlantique,Pays de la Loire,1010,47.689,-1.7816,1450,1450,,1170,1630,168500,,118,28,28,0,2023-03-07,2025-12-19,,,3200,indicative,
44125,Piriac-sur-Mer,44,Loire-Atlantique,Pays de la Loire,2685,47.3838,-2.5449,4480,4420,4590,3810,5680,351000,212000,84,185,168,17,2023-01-03,2025-12-10,-3.9,12.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/piriac-sur-mer/
44128,Plessé,44,Loire-Atlantique,Pays de la Loire,5335,47.5578,-1.8831,1840,1830,,1460,2280,150000,,85,138,137,1,2023-01-06,2025-12-30,1.6,10.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/plesse/
44129,Pontchâteau,44,Loire-Atlantique,Pays de la Loire,11474,47.4365,-2.092,2350,2330,2560,1910,2830,216000,127500,83,329,263,66,2023-01-02,2025-12-30,7.7,9.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/pontchateau/
44130,Pont-Saint-Martin,44,Loire-Atlantique,Pays de la Loire,7093,47.1266,-1.5683,3090,3060,3260,2660,3460,290000,120000,94,165,158,7,2023-01-26,2025-12-29,-4.4,6.5,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/pont-saint-martin/
44131,Pornic,44,Loire-Atlantique,Pays de la Loire,18745,47.1302,-2.0569,5000,4770,5230,4000,5940,395000,220000,75,789,579,210,2023-01-04,2025-12-30,-2.8,11.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/pornic/
44132,Pornichet,44,Loire-Atlantique,Pays de la Loire,12800,47.2599,-2.3225,5740,5230,6040,4760,7310,515000,265000,60,906,359,547,2023-01-03,2025-12-31,-3.1,8.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/pornichet/
44133,Port-Saint-Père,44,Loire-Atlantique,Pays de la Loire,3059,47.1383,-1.7674,2860,2910,2740,2500,3280,245000,159000,80,81,69,12,2023-01-17,2025-12-22,-6.1,13.5,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/port-saint-pere/
44134,Pouillé-les-Côteaux,44,Loire-Atlantique,Pays de la Loire,1033,47.4666,-1.184,1990,1990,,1580,2470,193500,,100,24,24,0,2023-01-24,2025-09-15,,,3200,indicative,
44136,Préfailles,44,Loire-Atlantique,Pays de la Loire,1321,47.133,-2.2106,5000,5050,4530,3960,6350,360000,170000,64,127,106,21,2023-01-10,2025-12-30,-8.1,19.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/prefailles/
44137,Prinquiau,44,Loire-Atlantique,Pays de la Loire,3591,47.3784,-2.0239,2420,2430,,2030,2760,235000,,100,52,51,1,2023-01-16,2025-12-19,-17.6,16.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/prinquiau/
44138,Puceul,44,Loire-Atlantique,Pays de la Loire,1142,47.5142,-1.6119,2250,2220,,1800,2480,210000,,88,34,33,1,2023-01-27,2025-12-01,,6.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/puceul/
44139,Quilly,44,Loire-Atlantique,Pays de la Loire,1565,47.4624,-1.9438,2010,2010,,1590,2360,175000,,90,16,16,0,2023-05-11,2025-09-08,,,3200,indicative,
44142,Remouillé,44,Loire-Atlantique,Pays de la Loire,1932,47.0362,-1.3877,2370,2370,,1970,2710,222000,,90,42,38,4,2023-01-24,2025-10-03,,12.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/remouille/
44143,Rezé,44,Loire-Atlantique,Pays de la Loire,43556,47.1733,-1.5573,3050,3450,2650,2480,3640,298500,160000,73,1812,868,944,2023-01-03,2025-12-31,-6.2,5.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/reze/
44144,Riaillé,44,Loire-Atlantique,Pays de la Loire,2365,47.5209,-1.3095,1620,1620,,1310,1910,153000,,88,63,61,2,2023-01-05,2025-11-24,7.5,8.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/riaille/
44145,Rouans,44,Loire-Atlantique,Pays de la Loire,3301,47.18,-1.8462,2710,2710,,2150,3250,234500,,86,42,42,0,2023-02-17,2025-12-09,-23.7,8.1,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/rouans/
44146,Rougé,44,Loire-Atlantique,Pays de la Loire,2146,47.7673,-1.4342,1260,1260,,1060,1740,130000,,90,44,44,0,2023-01-16,2025-12-19,-10.1,17.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/rouge/
44148,Ruffigné,44,Loire-Atlantique,Pays de la Loire,702,47.7662,-1.5205,1320,1320,,1230,1730,140000,,97,21,21,0,2023-02-15,2025-12-23,,,3200,indicative,
44149,Saffré,44,Loire-Atlantique,Pays de la Loire,4115,47.4924,-1.5807,2230,2230,,1860,2560,216500,,97,83,82,1,2023-01-05,2025-12-09,2.3,9.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saffre/
44150,Saint-Aignan-Grandlieu,44,Loire-Atlantique,Pays de la Loire,3996,47.1296,-1.6191,2940,2930,,2540,3400,260000,,90,71,70,1,2023-01-13,2025-12-18,10.9,7.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-aignan-grandlieu/
44151,Saint-André-des-Eaux,44,Loire-Atlantique,Pays de la Loire,7013,47.3272,-2.3116,3280,3250,3490,2970,3780,300000,205000,88,170,146,24,2023-01-06,2025-12-29,-5.5,5.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-andre-des-eaux/
44153,Saint-Aubin-des-Châteaux,44,Loire-Atlantique,Pays de la Loire,1744,47.7118,-1.4674,1550,1550,,1250,1920,140000,,92,44,44,0,2023-01-13,2025-12-23,-11.2,10.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-aubin-des-chateaux/
44154,Saint-Brevin-les-Pins,44,Loire-Atlantique,Pays de la Loire,14541,47.2441,-2.154,4000,3860,4220,3320,4760,305000,190000,66,838,522,316,2023-01-03,2025-12-30,-10.3,13.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-brevin-les-pins/
44155,Saint-Colomban,44,Loire-Atlantique,Pays de la Loire,3500,47.0175,-1.5526,2340,2340,,2060,2680,207500,,90,62,62,0,2023-01-20,2025-12-19,3.6,14.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-colomban/
44152,Sainte-Anne-sur-Brivet,44,Loire-Atlantique,Pays de la Loire,3063,47.4541,-2.0288,2270,2270,,1880,2710,208000,,89,70,70,0,2023-02-09,2025-12-10,-6.5,12.5,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/sainte-anne-sur-brivet/
44172,Sainte-Luce-sur-Loire,44,Loire-Atlantique,Pays de la Loire,16400,47.2529,-1.4704,3330,3330,3330,2820,3720,327000,170000,81,541,321,220,2023-01-03,2025-12-29,-6.9,2.6,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/sainte-luce-sur-loire/
44186,Sainte-Pazanne,44,Loire-Atlantique,Pays de la Loire,7201,47.0864,-1.8184,2830,2870,2540,2450,3180,256000,184500,90,175,165,10,2023-01-05,2025-12-30,-13.1,6.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/sainte-pazanne/
44189,Sainte-Reine-de-Bretagne,44,Loire-Atlantique,Pays de la Loire,2484,47.4421,-2.1838,2170,2170,,1890,2670,200000,,83,59,57,2,2023-01-06,2025-11-24,0.5,16.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/sainte-reine-de-bretagne/
44157,Saint-Étienne-de-Mer-Morte,44,Loire-Atlantique,Pays de la Loire,1782,46.9464,-1.7172,1850,1850,,1540,2410,177000,,90,44,44,0,2023-01-04,2025-12-30,,15.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-etienne-de-mer-morte/
44158,Saint-Étienne-de-Montluc,44,Loire-Atlantique,Pays de la Loire,7780,47.2694,-1.7902,3010,3020,2940,2370,3490,274000,150000,90,173,152,21,2023-01-10,2025-12-30,-7.5,9.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-etienne-de-montluc/
44159,Saint-Fiacre-sur-Maine,44,Loire-Atlantique,Pays de la Loire,1251,47.1419,-1.4198,2720,2720,,2130,3020,274500,,103,35,34,1,2023-01-16,2025-12-22,,11.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-fiacre-sur-maine/
44161,Saint-Gildas-des-Bois,44,Loire-Atlantique,Pays de la Loire,3860,47.5099,-2.0639,1900,1900,,1550,2210,170000,,88,72,69,3,2023-01-05,2025-12-26,-10.0,11.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-gildas-des-bois/
44162,Saint-Herblain,44,Loire-Atlantique,Pays de la Loire,50973,47.2246,-1.6306,2870,3220,2640,2310,3370,305000,157000,72,2041,639,1402,2023-01-03,2025-12-31,-6.9,3.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-herblain/
44164,Saint-Hilaire-de-Chaléons,44,Loire-Atlantique,Pays de la Loire,2422,47.0999,-1.874,2480,2480,,1940,2830,200000,,80,55,55,0,2023-03-15,2025-11-24,-7.6,15.5,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-hilaire-de-chaleons/
44165,Saint-Hilaire-de-Clisson,44,Loire-Atlantique,Pays de la Loire,2423,47.06,-1.3182,2410,2410,,2000,2740,234000,,94,48,48,0,2023-02-09,2025-12-15,7.5,15.3,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-hilaire-de-clisson/
44166,Saint-Jean-de-Boiseau,44,Loire-Atlantique,Pays de la Loire,6067,47.1919,-1.7198,2940,2940,2870,2520,3260,255000,179000,88,156,144,12,2023-01-20,2025-12-29,-8.4,4.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-jean-de-boiseau/
44168,Saint-Joachim,44,Loire-Atlantique,Pays de la Loire,4112,47.3731,-2.2429,2060,2060,,1720,2400,161500,,85,139,138,1,2023-01-06,2025-12-29,-0.9,15.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-joachim/
44169,Saint-Julien-de-Concelles,44,Loire-Atlantique,Pays de la Loire,7883,47.2469,-1.4036,3050,3000,3390,2530,3530,265500,211000,85,192,176,16,2023-01-14,2025-12-24,-0.6,7.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-julien-de-concelles/
44171,Saint-Léger-les-Vignes,44,Loire-Atlantique,Pays de la Loire,2171,47.1443,-1.7118,2720,2670,,2400,3010,302000,,110,37,36,1,2023-02-27,2025-11-25,,5.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-leger-les-vignes/
44173,Saint-Lumine-de-Clisson,44,Loire-Atlantique,Pays de la Loire,2100,47.0795,-1.3647,2540,2540,,1840,2820,225000,,91,51,51,0,2023-01-12,2025-12-03,1.6,9.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-lumine-de-clisson/
44174,Saint-Lumine-de-Coutais,44,Loire-Atlantique,Pays de la Loire,2396,47.0578,-1.7235,2340,2340,,1810,2720,191000,,84,72,72,0,2023-01-27,2025-12-10,1.8,6.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-lumine-de-coutais/
44175,Saint-Lyphard,44,Loire-Atlantique,Pays de la Loire,5304,47.3788,-2.3437,3000,3000,,2460,3560,276000,,91,96,96,0,2023-01-13,2025-12-18,-10.6,10.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-lyphard/
44176,Saint-Malo-de-Guersac,44,Loire-Atlantique,Pays de la Loire,3203,47.3608,-2.173,2350,2350,,1990,2670,216000,,96,78,78,0,2023-01-31,2025-12-29,-7.6,8.1,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-malo-de-guersac/
44178,Saint-Mars-de-Coutais,44,Loire-Atlantique,Pays de la Loire,2698,47.0779,-1.7457,2710,2710,,2150,3020,248000,,94,48,48,0,2023-01-05,2025-12-17,-0.7,10.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-mars-de-coutais/
44179,Saint-Mars-du-Désert,44,Loire-Atlantique,Pays de la Loire,5523,47.3537,-1.4369,2760,2760,,2290,3080,257000,,94,103,103,0,2023-02-10,2025-12-19,-7.7,8.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-mars-du-desert/
44182,Saint-Michel-Chef-Chef,44,Loire-Atlantique,Pays de la Loire,5714,47.1705,-2.1238,4170,4190,3900,3440,5110,290000,143000,60,362,288,74,2023-01-07,2025-12-22,-3.1,19.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-michel-chef-chef/
44183,Saint-Molf,44,Loire-Atlantique,Pays de la Loire,2870,47.3862,-2.4139,2990,2990,,2510,3490,274000,,86,55,55,0,2023-01-27,2025-12-12,-3.0,4.1,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-molf/
44184,Saint-Nazaire,44,Loire-Atlantique,Pays de la Loire,74568,47.2768,-2.2392,2920,2940,2900,2420,3540,266500,150000,70,2992,1280,1712,2023-01-04,2025-12-31,-5.3,5.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-nazaire/
44185,Saint-Nicolas-de-Redon,44,Loire-Atlantique,Pays de la Loire,3311,47.6364,-2.0522,2130,1950,2320,1510,2430,161500,103500,75,97,78,19,2023-01-09,2025-12-30,8.0,13.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-nicolas-de-redon/
44187,Saint-Père-en-Retz,44,Loire-Atlantique,Pays de la Loire,4894,47.2379,-2.0714,2820,2840,2540,2320,3380,235000,136000,85,119,113,6,2023-01-16,2025-12-29,-3.4,10.0,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-pere-en-retz/
44188,Saint-Philbert-de-Grand-Lieu,44,Loire-Atlantique,Pays de la Loire,9400,47.0689,-1.6443,2750,2730,3080,2340,3230,255000,216500,90,209,199,10,2023-01-03,2025-12-18,-7.5,6.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-philbert-de-grand-lieu/
44190,Saint-Sébastien-sur-Loire,44,Loire-Atlantique,Pays de la Loire,28596,47.2065,-1.5023,3380,3530,3280,2940,3850,313000,173000,71,1173,606,567,2023-01-03,2025-12-31,-7.2,3.6,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-sebastien-sur-loire/
44192,Saint-Viaud,44,Loire-Atlantique,Pays de la Loire,2929,47.2418,-1.987,2690,2720,,2080,3190,222500,,85,73,72,1,2023-01-12,2025-12-29,-13.5,14.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-viaud/
44193,Saint-Vincent-des-Landes,44,Loire-Atlantique,Pays de la Loire,1525,47.6606,-1.5026,1290,1290,,1120,1690,133500,,98,32,32,0,2023-02-01,2025-12-18,,15.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/saint-vincent-des-landes/
44194,Sautron,44,Loire-Atlantique,Pays de la Loire,8555,47.275,-1.6839,3660,3660,3650,3270,4050,388000,206500,89,231,141,90,2023-01-04,2025-12-24,-9.3,2.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/sautron/
